customer,age,occupation,regiontype,marriagestatus,children,income,numhandsets,handsetage,smartphone,currenthandsetprice,creditrating,homeowner,creditcard,avgbill,avgmins,avgrecurringcharge,avgoverbundlemins,avgroamcalls,callminuteschangepct,billamountchangepct,avgreceivedmins,avgoutcalls,avgincalls,peakoffpeakratio,peakoffpeakratiochangepct,avgdroppedcalls,lifetime,lastmonthcustomercarecalls,numretentioncalls,numretentionoffersaccepted,newfrequentnumbers,churn_dum1,churn_dum2,churn
1025564,28, , town, no, false,5,4,59, true,129.99001, E, false,true,59.189999,703,49.990002,23,0,.039999999,-.1186,201.72,125.67,7.3299999,.96176702,1.6105003,20,22,10.33,0,0,2,0,1,1
1025590,0, , suburban, unknown, false,0,1,776, true,0, C, true,false,38.970001,151.25,29.99,24.25,0,1.015,.26840001,19.940001,1,3,1.5248401,-1.7419811,5,26,0,0,0,0,0,1,1
1025621,50, self-employed, , yes, false,9,1,607, false,0, A, false,true,20.18,7,20,0,0,-.12,-.0035999999,0,0,0,4.477612,.62311393,1,20,0,0,0,0,0,1,1
1025630,0, , , unknown, false,0,3,321, true,149.99001, B, true,false,41.59,406.75,49.990002,0,0,-.53500003,.047200002,83.800003,17,0,2.3987432,7.3659892,2.3299999,20,.67000002,0,0,0,0,1,1
1025647,58, , rural, yes, false,4,2,310, true,29.99, E, false,true,28.35,348.75,17.959999,15.25,0,-6.9749999,-.56699997,67.989998,17.67,6.6700001,1.0118043,-11.678868,9,20,.67000002,0,0,0,0,1,1
1025668,28, , suburban, yes, true,6,2,336, true,79.989998, C, false,true,35.169998,411.5,44.990002,.5,0,-1.41,-.0035999999,93.209999,17,1.67,1.808766,-13.887674,9,24,.33000001,0,0,0,0,1,1
1025680,42, professional, rural, yes, true,4,1,606, false,0, B, false,false,67.389999,377,29.99,110.25,.61000001,-2.4400001,-.64960003,57.549999,70.669998,12.33,8.3605251,.90143919,3.6700001,20,0,0,0,0,0,1,1
1025695,54, , , yes, true,3,1,606, false,0, C, false,true,38.650002,179.25,38.32,0,0,-.16500001,.026799999,71.169998,3.6700001,4,2.0645161,-9.1791296,26,20,0,0,0,0,0,1,1
1025715,24, , , unknown, false,4,3,277, true,149.99001, B, true,true,92.989998,277.75,99.989998,0,0,-5.5549998,-.16,16.34,3,.67000002,.95980805,-7.7200665,1.33,22,0,0,0,0,0,1,1
1025734,52, , rural, no, false,7,1,667, true,0, B, false,true,19.99,0,19.99,0,0,0,0,0,0,0,0,-1.5628034,0,22,0,0,0,0,0,1,1
1025756,0, , suburban, unknown, false,0,2,544, true,29.99, F, true,false,101.29,395.25,32.369999,100.25,.1,-7.9050002,-1.626,155.03999,30.33,17,2.1858177,6.080111,5.3299999,26,0,0,0,0,0,1,1
1025771,24, , , unknown, false,0,4,444, true,39.990002, E, true,false,150.02,1878.5,83.57,358,0,-16.17,-3.0004001,566.75,82.669998,12.33,.98862231,2.2099004,24.33,22,6.6700001,0,0,0,0,1,1
1025800,26, student, , yes, true,9,1,605, true,0, B, false,true,30.52,156.5,30,0,0,-1.85,.0093999999,25.129999,1.33,.67000002,2.2216666,13.84161,5.3299999,20,0,0,0,0,0,1,1
1025833,52, , rural, no, false,6,3,371, true,149.99001, B, false,true,85.440002,386.25,49.990002,80.25,.1,6.6950002,1.924,29.889999,7.6700001,0,2.5271339,-19.521013,7.3299999,26,0,0,0,0,0,1,1
1025853,28, , , unknown, false,4,3,371, true,9.9899998, D, true,true,0,55,0,0,0,0,0,7.0599999,.67000002,.67000002,5.665,-7.4959683,0,26,5.3299999,0,0,0,0,1,1
1025860,0, , , unknown, false,0,2,344, false,29.99, C, true,false,56.68,233.25,59.990002,0,0,-.685,-.0089999996,52.09,2,.33000001,1.3763148,-.35452971,16.67,20,0,0,0,0,0,1,1
1025869,44, , suburban, no, false,7,1,773, true,0, B, false,true,12.99,254.75,10,0,2,-.155,-.053800002,94.68,11.67,6.3299999,1.3904382,-4.6710744,3.3299999,26,.33000001,0,0,0,0,1,1
1025876,0, , suburban, yes, true,9,1,773, true,0, B, false,true,51.400002,376,50,0,.91000003,2,-.028000001,54.799999,9.6700001,0,4.2337751,4.5777555,6.3299999,26,0,0,0,0,0,1,1
1025896,44, , , yes, true,9,1,411, true,0, B, false,true,103.46,641,66.25,177,1.27,-7.4000001,-2.0692,152.98,67.669998,20,3.6957045,-7.038342,21.33,14,0,0,0,0,0,1,1
1025903,40, , town, unknown, true,7,1,773, false,0, B, false,true,35.23,302.75,29.76,0,0,-3.4749999,-.094999999,25.1,18.33,2,1.4043967,-20.214813,2,26,.33000001,0,0,0,0,1,1
1025923,42, professional, suburban, yes, true,7,1,603, true,0, A, false,true,100.03,327.25,15,228.5,.41999999,-6.5050001,-1.7006,3.72,1,0,11.125,20.863821,6.3299999,20,.33000001,0,0,0,0,1,1
1025948,28, , suburban, no, false,5,1,603, true,0, B, false,true,19.790001,23,16.99,4.75,0,-.28,-.056000002,1.38,0,0,.57977885,-12.625124,1,20,0,0,0,0,0,1,1
1025977,0, , , unknown, false,0,1,603, false,0, B, true,false,34.84,90.25,29.99,0,0,-.26499999,-.032000002,29.77,6.6700001,0,.89088923,20.340538,1.33,20,0,0,0,0,0,1,1
1025988,20, , town, unknown, false,1,2,500, true,29.99, B, false,true,47.52,394,32.490002,19.75,2.53,-.02,-.059,74.379997,17,1.67,1.7348919,-1.3781351,10.33,26,0,0,0,0,0,1,1
1026011,54, , , yes, false,9,1,772, false,0, D, false,true,52.41,158,49.990002,0,0,.23999999,.071400002,28.610001,5.3299999,.67000002,6.7912502,-15.661003,8,26,0,0,0,0,0,1,1
1026027,46, , , yes, false,7,1,602, true,0, B, true,true,44.139999,298.5,29.99,30.75,0,-1.75,-.28299999,43.119999,29,3.6700001,2.8466482,-14.739106,21.33,20,.33000001,0,0,0,0,1,1
1026044,34, , suburban, no, false,4,5,176, true,149.99001, C, false,false,94.269997,1124.5,75,29.25,8.9899998,.63,.034400001,141.07001,19.67,7.6700001,3.3691072,4.250473,3.6700001,24,3,0,0,0,0,1,1
1026060,0, , , no, false,4,2,335, true,9.9899998, E, true,true,59.240002,572.75,29.99,63.5,.68000001,.105,.2816,148.89,47.330002,23.67,1.2285714,-6.315908,11.33,24,.33000001,0,0,0,0,1,1
1026082,40, , , yes, true,6,1,710, true,0, A, false,true,10.06,4,10,.25,0,.1,-.0012000001,0,.33000001,0,1.33,4.8446994,0,24,0,0,0,0,0,1,1
1026110,38, , , yes, false,4,1,664, true,0, B, false,true,30.15,26,29.99,0,.16,.46000001,-.0031999999,4.1599998,1.67,0,14.67,.22223067,1.33,22,0,0,0,1,0,1,1
1026120,28, , , no, false,5,3,229, true,79.989998, B, true,false,39.57,188.75,39.990002,0,0,-3.335,-.031599998,61.830002,11.67,5,3.2835,-1.6312627,2,20,0,0,0,0,0,1,1
1026137,48, , , unknown, false,7,1,601, true,0, B, false,false,90.459999,337.25,29.99,164.75,0,-4.0250001,-1.1104,53.790001,10.33,.33000001,1.2072973,6.3420305,8,20,0,0,0,0,0,1,1
1026164,0, , , unknown, false,0,3,291, true,59.990002, E, true,false,64.790001,672.5,44.990002,61,2.1900001,3.73,1.058,214.87,24.67,17.33,.72727275,-3.2405727,23.67,22,2,0,0,0,0,1,1
1026189,46, professional, , yes, true,7,2,61, true,29.99, C, false,true,54.48,491.25,44.990002,83.25,0,-1.005,-.338,18.299999,12.67,2,1.2298912,10.098244,11.67,22,3.6700001,0,0,0,0,1,1
1026208,28, , , no, false,5,1,770, true,0, E, true,false,84.300003,685.25,44.990002,109,0,5.355,.68919998,275.73999,20.67,9.6700001,1.3701539,-11.984544,1.67,26,2.6700001,0,0,0,0,1,1
1026220,48, , , no, false,2,3,205, true,0, B, false,true,75.010002,1454.75,69.989998,70.25,0,-3.855,-.30039999,195.59,59,13.33,.53257126,-13.187469,13.33,20,10,0,0,0,0,1,1
1026237,28, , , unknown, false,3,1,662, true,0, B, true,false,50.240002,249.25,49.990002,0,0,-1.5650001,-.0049999999,29.110001,6.6700001,.33000001,.92055917,-2.2583671,2,22,0,0,0,2,0,1,1
1026261,0, , , unknown, false,0,2,643, true,29.99, C, true,false,101.98,622.5,50,167.5,0,-3.5699999,-1,157.91,15.67,0,2.3908205,9.1932468,10.67,22,0,0,0,0,0,1,1
1026286,0, , , unknown, false,0,2,129, true,59.990002, B, true,false,44.68,288.25,39.990002,.25,2.05,-1.605,.00060000003,61.380001,20.67,0,1.887249,25.017765,3.3299999,26,0,0,0,0,0,1,1
1026306,56, , rural, unknown, false,3,1,600, false,0, E, false,true,54.540001,280.75,50,0,2.8599999,-1.835,-.071000002,42.470001,23.33,5.3299999,6.0206251,5.5177231,5.6700001,20,0,0,0,3,0,1,1
1026318,34, , , yes, true,7,1,661, false,0, D, false,true,49.990002,393.25,49.990002,0,0,3.2950001,0,98.580002,15.33,8.3299999,5.7963891,5.4998474,7.6700001,22,2.3299999,0,0,1,0,1,1
1026345,54, crafts, suburban, unknown, false,7,1,598, true,0, B, false,true,32.110001,137.25,30,1,0,-.58499998,-.0024000001,1.0700001,4.6700001,0,3.9113429,24.77359,2.3299999,20,0,0,0,0,0,1,1
1026364,0, , suburban, unknown, false,0,4,540, true,9.9899998, C, true,false,52.580002,148.75,46.279999,.25,3.5999999,1.225,.1824,11.43,5,2.3299999,2.3726449,4.0551639,3.6700001,24,.33000001,1,1,0,0,1,1
1026394,48, , , unknown, false,6,1,767, true,0, B, false,true,33.049999,132,29.99,0,.51999998,-.079999998,.0186,2.9300001,5.6700001,0,2.1432946,-9.3402357,1.67,26,0,0,0,0,0,1,1
1026414,26, , , no, false,1,1,706, true,0, C, false,true,67.489998,61.5,29.99,0,0,-.94999999,2.2498,3.54,2.3299999,1,1.0558333,2.5165353,6.3299999,24,1,1,1,0,0,1,1
1026438,44, , suburban, yes, true,8,1,706, true,0, B, false,true,32.490002,75.5,32.490002,0,0,-1.01,0,2.9300001,3.6700001,0,.83620268,-12.269572,.67000002,24,0,0,0,0,0,1,1
1026452,40, professional, town, yes, true,7,1,766, true,0, B, false,true,95.120003,6.5,104.99,.5,0,-.13,-.0026,3.6700001,.67000002,0,1.734,-.33369204,0,26,0,0,0,0,0,1,1
1026481,44, professional, , yes, true,5,4,276, true,39.990002, E, false,true,54.220001,560.5,46.16,18.25,0,-3.6700001,-.4648,184.2,17.33,11.33,.90252358,-8.5924349,24,20,2,0,0,0,0,1,1
1026500,0, , suburban, unknown, false,0,2,263, true,29.99, C, true,true,115.73,1475.5,77.529999,241.25,0,21.209999,4.0173998,438.13,68.669998,30,2.171011,-2.9659469,74,22,7,0,0,0,0,1,1
1026520,40, , , yes, true,6,2,234, true,59.990002, B, false,true,51.75,317.5,49.990002,0,1.27,-.41,-.0196,125.4,19.33,3.3299999,6.218956,1.4706694,4.6700001,24,0,0,0,0,0,1,1
1026532,26, , , unknown, false,3,5,184, true,59.990002, B, false,false,74.389999,533.5,44.990002,109.75,0,-3.6900001,-.78799999,255.78999,20,3.3299999,2.3748083,-1.4882485,8.6700001,24,2.3299999,0,0,0,0,1,1
1026569,46, professional, unknown, unknown, true,7,2,766, true,149.99001, B, false,true,35.119999,176.5,32.490002,8.75,0,.15000001,.079599999,1.55,15.33,1,2.7543859,7.4320154,2.3299999,26,0,0,0,2,0,1,1
1026580,0, , , unknown, false,0,3,523, false,9.9899998, C, true,false,31.82,154.25,29.99,0,0,-.44499999,-.036600001,14.23,3.6700001,.33000001,1.262666,14.91616,1.33,20,0,0,0,0,0,1,1
1026599,48, professional, , yes, true,9,1,704, true,0, C, false,true,56.759998,1133.75,59.990002,21.75,0,2.6849999,-.1354,313.13,82.330002,39.330002,.76093161,3.1620595,14.67,24,3.6700001,0,0,0,0,1,1
1026632,52, , suburban, unknown, false,7,6,59, true,149.99001, A, false,true,113.11,1599.5,88.82,29.75,8.1199999,13.09,1.0946,494.57999,92.330002,23,1.1455282,2.6722405,25.33,20,.67000002,0,0,0,0,1,1
1026640,48, professional, , yes, true,9,1,596, true,0, B, false,true,31.969999,46.75,32.490002,0,0,-.035,-.054200001,.73000002,2.3299999,0,.80072027,-4.3930602,1.67,20,0,0,0,0,0,1,1
1026675,24, , , no, false,6,1,595, true,0, E, false,true,42.5,89,42.299999,0,0,-.14,.15000001,.27000001,4.3299999,.33000001,1.4121801,4.1378832,.33000001,20,1.67,0,0,0,0,1,1
1026686,54, , town, yes, false,6,1,595, true,0, B, false,true,31.200001,23,29.99,0,.28999999,.039999999,-.0242,4.8800001,.33000001,.67000002,9.4477615,-10.652354,1.33,20,0,0,0,0,0,1,1
1026699,56, , , no, false,4,1,764, true,0, B, false,true,43.299999,273,30,35.75,0,-4.7199998,-.266,21.52,48.669998,4.6700001,1.6451613,-6.8519101,6,26,.67000002,0,0,0,0,1,1
1026714,46, , , no, false,6,3,447, true,149.99001, G, false,true,70.050003,1357.5,59.990002,59.5,0,5.8699999,.46160001,307.01001,32.669998,4,.69467819,-13.575558,16,26,1.33,0,0,0,0,1,1
1026729,48, , suburban, yes, false,6,8,139, true,149.99001, C, false,true,66.040001,1355.25,79.989998,12.75,.94999999,-18.445,-.093400002,209.52,34,21.67,1.0426623,-10.081759,4.6700001,26,8.3299999,0,0,3,0,1,1
1026740,0, , , unknown, false,0,3,205, true,149.99001, E, true,false,51.810001,254.25,29.43,52.25,0,5.1950002,.85500002,74.389999,29.33,12.67,1.9119788,19.667383,6,22,0,0,0,0,0,1,1
1026757,88, , , no, false,3,9,31, false,149.99001, C, false,true,89.07,187,94.989998,0,.58999997,2.4000001,.0031999999,0,0,0,0,13.828222,0,26,0,0,0,0,0,1,1
1026767,40, professional, suburban, unknown, true,6,1,595, false,0, A, false,false,38.200001,126.5,32.490002,10.75,3.76,.75,.051399998,9.9200001,2.6700001,2,2.3133209,14.328162,1,20,0,0,0,0,0,1,1
1026778,40, , suburban, unknown, false,6,3,393, true,149.99001, A, false,true,167.36,958.25,50,386.75,.1,.41499999,.1866,269.31,30,27.33,2.2856436,-4.9274974,8.6700001,22,0,0,0,0,0,1,1
1026804,0, , suburban, unknown, false,0,1,594, true,0, D, true,false,36.259998,79.75,29.99,0,6,1.105,.1978,2.9000001,7.6700001,0,1.0833334,15.71835,.67000002,20,0,0,0,0,0,1,1
1026844,42, , , yes, false,7,1,702, true,0, A, false,true,38.57,142.25,30,21.25,0,.35499999,.0154,4.52,.33000001,0,.6875,7.2748303,1.67,24,0,0,0,0,0,1,1
1026865,48, crafts, suburban, yes, true,7,1,594, true,0, C, false,true,77.980003,1029,50.82,81.5,0,.86000001,-.28560001,157.45,9.3299999,4.3299999,1.0283051,-1.3286688,5,20,1,0,0,0,0,1,1
1026875,48, , suburban, yes, true,7,1,656, true,0, B, false,true,42.970001,8.75,39.98,0,0,-.175,0,.31999999,1,0,5.060606,3.7590928,0,22,0,0,0,0,0,1,1
1026895,34, , , no, false,0,1,655, true,0, E, true,false,40.439999,178.75,28.540001,19,0,2.4849999,.084600002,68.849998,4,1,2.1507876,-9.4550886,2,22,0,0,0,0,0,1,1
1026928,42, professional, town, unknown, false,6,1,593, true,0, C, false,true,54.41,307,42.48,38.5,0,-.88,.043400001,130.17999,9.6700001,8.3299999,1.596066,-1.6264813,9.6700001,20,0,0,0,0,0,1,1
1026940,26, , , no, false,6,3,302, true,39.990002, B, true,true,53.959999,617.75,59.990002,0,0,.76499999,-.00019999999,82.839996,46.330002,8.3299999,1.3270882,-14.572984,78.669998,22,2.6700001,0,0,0,0,1,1
1026948,0, , town, unknown, false,0,1,655, false,0, D, true,false,64.260002,120.25,55.23,0,5.1300001,-1.825,-.2308,23.299999,5.6700001,0,1.4314928,11.340476,8.6700001,22,.67000002,0,0,0,0,1,1
1026960,0, , , unknown, false,0,3,759, false,29.99, F, true,false,13.92,17.75,10,13.5,0,-.35499999,-.078199998,2.46,1.33,1.67,5,-13.35357,0,26,0,0,0,0,0,1,1
1026967,42, , suburban, yes, false,9,1,701, true,0, B, false,false,41.040001,240.5,29.99,32,0,-.44999999,-.14300001,30.99,7.3299999,1.33,16.47344,3.3821945,8,24,.33000001,0,0,0,0,1,1
1026978,46, professional, town, no, false,6,2,482, true,59.990002, B, false,true,49.990002,647.75,59.990002,0,0,-8.1549997,0,266.25,12.33,27,.84210527,-1.0993763,11.67,24,0,0,0,1,0,1,1
1027003,46, , suburban, yes, false,6,2,634, true,29.99, C, false,true,37.380001,291.5,30,17.5,0,2.21,.34259999,60.43,43.330002,1.67,3.9624002,-.93339717,5,22,.33000001,0,0,0,0,1,1
1027028,28, , town, unknown, false,5,1,654, true,0, B, false,false,33.049999,71.75,29.99,8.75,0,-.33500001,-.0612,10.47,2.3299999,0,1,2.2134776,3,22,0,0,0,0,0,1,1
1027056,36, professional, rural, yes, false,6,1,592, false,0, C, false,true,30.26,57.75,29.99,0,0,-.91500002,-.0054000001,5.4299998,7.3299999,1.67,3.1023786,-10.930596,1.33,19,0,0,0,0,0,1,1
1027071,26, , , no, false,5,2,472, true,79.989998, B, false,true,56.630001,160.25,59.990002,0,6.2199998,-.145,-.1328,13.1,10.33,1.67,1.2962962,11.817078,6.3299999,21,.67000002,0,0,0,0,1,1
1027089,30, , town, unknown, true,5,1,653, true,0, B, false,true,10,0,10,0,0,0,0,0,0,0,0,-10.085436,0,21,0,0,0,0,0,1,1
1027112,30, , , unknown, false,3,2,62, true,59.990002, F, true,false,218.48,2786,99.989998,436.32999,0,16.219999,.9612,1026.59,64,39.669998,1.8180617,2.3678544,37,23,9.3299999,0,0,0,0,1,1
1027121,32, , suburban, unknown, false,0,1,591, false,0, B, true,false,24.77,31.75,32.490002,0,0,.105,-.49540001,1.9299999,3.6700001,1.67,1,10.185969,3.6700001,19,0,0,0,0,0,1,1
1027154,0, , town, unknown, false,0,1,699, true,0, B, true,false,201.49001,609.25,29.99,428.75,0,-6.0250001,-2.4059999,183.62,69,0,1.3727154,4.1366129,27,23,.33000001,0,0,0,0,1,1
1027161,40, , , yes, true,4,3,57, true,129.99001, C, false,true,30.18,481.25,29.99,12.25,0,1.3150001,-.0038000001,124.46,9.3299999,2.3299999,.69238377,8.0273685,4.3299999,21,0,1,1,0,0,1,1
1027173,36, , town, yes, true,7,3,320, true,199.99001, B, false,true,100.53,528.25,104.99,10.5,6.8699999,5.0949998,.18359999,164.94,23.67,9,8.1414032,9.7197599,17,21,0,0,0,0,0,1,1
1027194,56, self-employed, , no, false,6,1,698, false,0, B, false,true,10.96,121.75,10,2.75,0,.72500002,-.019200001,19.34,6.6700001,8.3299999,3.1555765,-1.3062347,2.3299999,23,0,0,0,3,0,1,1
1027205,36, , suburban, yes, false,6,1,759, true,0, B, false,true,60.240002,200.5,69.989998,0,0,-.19,.0148,21.76,1.33,1.67,2.1468,-28.654573,0,25,0,0,0,0,0,1,1
1027222,46, , , yes, false,4,2,154, false,29.99, C, false,true,36.400002,273.25,29.99,18,0,-.405,-.089199997,20.870001,6.6700001,0,2.4176886,-6.919229,16.33,19,.67000002,0,0,0,0,1,1
1027266,56, , , unknown, false,6,1,590, true,0, C, false,true,31.26,183.25,30,0,0,.33500001,.0144,2.8099999,0,0,2.1907144,-18.826551,3,19,0,0,0,0,0,1,1
1027298,52, crafts, , yes, true,3,4,328, true,99.989998, C, false,false,80.419998,2299.5,84.989998,22,0,-5.6100001,-.088799998,251.09,125.67,53.330002,1.1824299,4.4187999,9.6700001,23,14.33,0,0,0,0,1,1
1027311,32, , suburban, no, false,7,2,10, true,149.99001, B, false,true,42.98,276,49.990002,0,0,3.72,0,35.529999,3.6700001,0,1.353484,15.764014,8,25,0,0,0,0,0,1,1
1027318,54, self-employed, suburban, yes, false,7,2,145, true,59.990002, C, false,true,188.27,931.75,169.99001,0,0,2.405,-.56559998,266.92999,18.67,15,3.4311101,-3.163821,4,23,1.33,0,0,0,0,1,1
1027342,44, professional, suburban, yes, true,9,2,297, true,59.990002, C, false,true,62.75,404.75,61.59,0,0,-7.9949999,-1.2742,41.34,13.67,.67000002,3.3946757,-18.999664,13.33,23,1.33,0,0,0,0,1,1
1027356,38, professional, suburban, yes, false,6,1,651, true,0, B, false,true,31.120001,45,32.490002,0,0,.18000001,.0148,3.3399999,4.6700001,1.33,1.5797788,-9.5309277,0,21,0,0,0,0,0,1,1
1027367,56, , , no, true,4,2,311, true,149.99001, G, true,true,49.16,573.25,29.99,38.5,.2,3.675,.45379999,160.06,41.669998,15.67,2.594203,14.694471,7.6700001,25,.67000002,0,0,0,0,1,1
1027394,0, , suburban, unknown, false,0,4,445, true,59.990002, B, true,false,104.88,789.25,39.990002,167,0,3.2149999,1.1472,196.5,36.330002,8.3299999,.79534054,4.390008,10.67,23,2.6700001,0,0,0,0,1,1
1027404,0, , suburban, no, false,7,5,211, true,59.990002, C, false,true,33.240002,9,29.99,0,0,-.18000001,0,0,0,0,3.3299999,7.6078405,0,21,0,0,0,0,0,1,1
1027422,0, , town, unknown, false,0,3,268, true,59.990002, B, true,false,37.529999,200.5,32.490002,13.5,0,2.5699999,-.081,26.18,19,3,5.5498548,4.2061744,2.6700001,23,.33000001,0,0,0,0,1,1
1027435,60, professional, suburban, yes, true,7,1,757, true,0, B, false,true,33.07,196.5,29.99,7.25,0,1.59,.1124,40.93,12,5.3299999,4.4724998,7.1492133,1.33,25,0,0,0,0,0,1,1
1027446,58, professional, suburban, yes, true,9,1,650, true,0, B, false,true,132.03999,907.5,49.150002,292.75,0,-17.01,-1.7410001,216.09,109.67,36.669998,.70244634,-2.6225581,13.67,21,0,0,0,0,0,1,1
1027504,32, , , unknown, false,0,1,696, true,0, B, true,false,33.240002,111,29.99,0,0,.57999998,0,34.310001,10.33,5,.97958553,1.4955158,3.3299999,23,1.33,0,0,0,0,1,1
1027523,38, self-employed, suburban, unknown, true,5,3,472, false,29.99, B, false,true,47.470001,429.5,29.99,30.25,0,7.27,.63739997,124.46,18,2.6700001,1.5461072,3.1952207,7.6700001,19,0,0,0,0,0,1,1
1027531,32, , town, yes, false,8,1,587, true,0, C, false,true,38.540001,168,32.490002,0,5.25,3.2,-.095399998,4.1700001,17,.33000001,3.5160289,8.514328,4.6700001,19,0,0,0,0,0,1,1
1027547,34, , suburban, unknown, false,8,2,474, true,59.990002, B, false,true,65.739998,595.25,50,49.5,.38999999,.73500001,-.15260001,108.32,3.6700001,1.67,2.8450704,-11.103626,11.33,21,0,0,0,0,0,1,1
1027567,40, professional, town, yes, true,7,2,360, true,59.990002, D, false,true,37.439999,143.75,32.490002,0,0,-.95499998,-.0198,4.8499999,6.3299999,1.33,1.594244,.88461411,1.67,23,.33000001,0,0,0,0,1,1
1027590,44, clerical, , yes, false,7,2,192, true,9.9899998, C, false,true,85.489998,731,94.989998,0,0,-2.1199999,-.0099999998,251.64999,53.330002,41.669998,.95819998,12.636271,32.330002,25,0,0,0,0,0,1,1
1027618,48, crafts, , no, true,4,2,334, true,29.99, B, false,true,54.07,712.5,44.990002,54.5,0,-2.6700001,-.37459999,88.779999,23.67,3.3299999,.79360306,-.46970233,25.67,23,0,0,0,0,0,1,1
1027647,0, , town, unknown, false,0,5,122, true,99.989998, E, true,false,99.169998,794.25,34.59,188,0,.45500001,-.2158,117.53,34,5.6700001,1.8174404,5.4164495,44,21,.67000002,0,0,0,0,1,1
1027660,42, , suburban, no, false,7,1,586, false,0, B, false,true,10.84,9.75,10,3,0,-.015,-.016799999,.28,2,.33000001,5,17.991858,0,19,0,0,0,0,0,1,1
1027691,56, , suburban, yes, false,7,1,648, false,0, B, true,false,34.09,174.25,29.99,11,0,2.4749999,.226,11.68,1.33,0,1.2806439,-16.282738,2.6700001,21,0,1,0,0,0,1,1
1027719,40, professional, , yes, true,6,2,472, true,29.99, A, false,true,12.29,65.75,10,3,0,.44499999,.029200001,11.08,4.3299999,5.3299999,2.3814285,4.5309973,.67000002,21,0,0,0,0,0,1,1
1027756,42, , town, yes, true,8,1,647, true,0, B, false,true,74.989998,1500,84.989998,0,0,-21.6,0,362.79001,39.330002,1.33,1.8634939,2.6059711,29,21,0,0,0,0,0,1,1
1027771,46, , , yes, false,5,1,754, true,0, C, false,true,34.490002,309.5,29.99,15,0,-3.8299999,-.090000004,84.400002,13,2,1.5064141,7.0857282,8.3299999,25,.33000001,0,0,1,0,1,1
1027797,32, professional, town, yes, true,8,2,320, true,29.99, B, false,true,32.880001,120.5,32.490002,.25,0,.15000001,-.0077999998,18.59,12,4.3299999,1.3073373,5.6088872,3.6700001,19,0,0,0,0,0,1,1
1027837,60, , suburban, yes, false,9,1,692, true,0, B, false,true,32.470001,27,30,0,2.47,.079999998,.043000001,1.25,2.3299999,.33000001,.66750002,-4.7459559,.67000002,23,0,0,0,0,0,1,1
1027857,0, , suburban, unknown, false,0,2,681, true,129.99001, B, false,false,309.92001,1617.75,299.98999,0,0,-.95499998,.044599999,387.48999,77,23.67,8.8789787,-2.7976313,16,23,.33000001,0,0,0,0,1,1
1027873,38, , , no, false,6,2,50, true,129.99001, C, false,true,52,396,59.990002,5.25,0,-3.5,-.1402,71.809998,36.669998,1.33,1.369863,11.47047,54.669998,21,6,0,0,0,0,1,1
1027905,38, professional, , yes, true,7,1,646, true,0, B, false,true,168.28999,1061.75,149.99001,0,8.8800001,-7.1950002,-.1652,209.84,47,1.67,5.4210525,1.8157411,24,21,0,0,0,0,0,1,1
1027932,32, professional, rural, yes, true,6,2,185, true,149.99001, B, false,true,63.77,417.5,51.439999,27.75,0,-.050000001,-.14,115.52,19.33,6,1.7692307,12.264264,11,19,0,0,0,0,0,1,1
1027968,0, , suburban, yes, false,9,1,583, true,0, B, false,false,30.27,10.25,30,0,0,-.025,-.0054000001,.40000001,1,.33000001,2,26.150627,0,19,0,0,0,0,0,1,1
1027992,30, , suburban, unknown, false,5,2,446, true,79.989998, C, false,false,160.92,1454.5,90.160004,156.25,10.38,1.9299999,-.84039998,335.63,29.67,.33000001,5.35676,6.207366,23.33,25,0,0,0,0,0,1,1
1028011,0, , , unknown, false,0,1,691, false,0, B, true,false,37.029999,392,44.990002,6.25,1.6,1.42,.2272,58.900002,7.6700001,4.3299999,1.3147222,-11.657998,8,23,2,0,0,0,0,1,1
1028018,0, , , unknown, false,0,3,94, true,149.99001, A, true,false,73.339996,577.5,69.989998,28.75,0,7.4499998,-.32839999,95.400002,36.669998,7.3299999,1.137875,6.5739527,7.6700001,19,3,0,0,0,0,1,1
1028038,48, professional, , unknown, true,9,1,583, false,0, A, false,true,30.74,65.25,29.99,0,0,.35499999,-.0027999999,2.1500001,5,.67000002,.58755153,7.3641338,1.67,19,0,0,0,0,0,1,1
1028073,34, homemaker, rural, unknown, true,4,3,102, true,149.99001, C, false,true,33.380001,199,44.990002,0,.38999999,.41999999,.048,15.12,12,1,2.0006123,7.2557425,9,25,0,0,0,0,0,1,1
1028088,34, , suburban, yes, false,9,1,645, true,0, B, false,true,30.639999,31,30,0,.63999999,.80000001,-.0128,5.9299998,4.3299999,1,1.0957143,-8.0926981,1,21,.33000001,0,0,0,0,1,1
1028097,20, student, , no, false,1,2,215, true,149.99001, C, false,true,30.879999,257.25,30,2.25,0,-.185,.0136,89.279999,9.6700001,1.67,1.2322986,-13.491093,8.6700001,23,0,0,0,2,0,1,1
1028122,36, , suburban, yes, true,9,2,33, true,29.99, B, false,true,30.09,315.25,30,.25,0,.115,.0052,35.349998,19.33,11,1.7368422,11.679565,7.6700001,23,3,0,0,0,0,1,1
1028143,40, , , no, false,7,1,582, true,0, B, false,true,59.279999,635.75,45.990002,29.75,0,1.525,.1222,57.57,40.669998,2.3299999,.749982,-14.14201,16,19,.67000002,0,0,0,0,1,1
1028166,68, , , yes, false,4,1,644, true,0, B, false,true,29.99,18.25,29.99,0,0,-.125,0,1.04,1.67,0,.57977885,-8.9485102,1.67,21,0,0,0,0,0,1,1
